business_id,name,address,postal_code,stars,review_count,categories,WorkingHours.Monday,WorkingHours.Tuesday,WorkingHours.Wednesday,WorkingHours.Thursday,WorkingHours.Friday,WorkingHours.Saturday,WorkingHours.Sunday
bMMf5bjTAT8LrwhE84ZuNw,Chipotle Mexican Grill,1512 Walnut St,19103,3.5,115,"Fast Food, Mexican, Restaurants, Food",0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
fsCTI3UO1AB1LuoRNOudfA,Soul Boat,1422 Dickinson St,19146,3.5,35,"Restaurants, Seafood, Soul Food",closed,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,12:0-21:0
6KXJk2AWH3NxZBuCdkggVQ,Whipped Bakeshop,636 Belgrade St,19125,4.5,235,"Desserts, Food, Custom Cakes, Bakeries",10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,closed
eoN0GAIRV0WmwUm7FmzKgQ,Yakitori Boy,211 N 11th St,19107,3.5,748,"Japanese, Sushi Bars, Karaoke, Nightlife, Restaurants",0:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,11:30-1:0,11:30-1:0,11:30-0:0
1NMz64NAM9ED-x6-dbVxdw,Buffalo Billiards,118 Chestnut St,19106,3.5,241,"Sports Bars, Pool Halls, Nightlife, Restaurants, Bars, American (Traditional)",16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,14:0-2:0,14:0-2:0
nDWDC9JyQSMGnyrMxeGmwQ,Wood Street Pizza,325 N 12th St,19107,4.0,139,"Pizza, Salad, Burgers, Sandwiches, Restaurants",0:0-0:0,18:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,12:0-0:0,12:0-18:0
6085NRg7QH3vXpc50F4UHQ,Chiquita's Pizzeria & Mexican Grill,746 Snyder Ave,19148,5.0,48,"Mexican, Pizza, Restaurants, Italian",closed,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
qsm7SkX60JsajT7Yz248FA,Café Soho,468 W Cheltenham Ave,19126,4.0,800,"Coffee & Tea, Food, Japanese, Restaurants, Chicken Wings, Korean, Asian Fusion",0:0-0:0,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30
s8NjvzYuOefJMCPp_119cQ,Manayunk Pizza,4222 Manayunk Ave,19128,4.0,56,"Sandwiches, Restaurants, Pizza, Burgers",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2BeDv6iW6L1BMxjAdDq_ww,Ramen Bar,3438-48 Lancaster Ave,19104,3.5,88,"Ramen, Bars, Japanese, Nightlife, Restaurants",16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-21:0
SLWYIXWq2hAJAErn_icdXw,Factory Donuts,7114 Frankford Ave,19135,4.5,139,"Coffee & Tea, Food, Donuts, Bakeries",0:0-0:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
wqpTOjsmogJy7syELpUE0g,La Virgen De Las Nieves,1839 S 8th St,19148,4.0,41,"Restaurants, Mexican",10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-1:0,10:0-0:0
K4iDK3cRduiaJ6eL5jHrgw,Liberty Bell Diner,8445 Frankford Ave,19136,3.5,153,"Restaurants, Food, Breakfast & Brunch, Desserts, Diners, American (Traditional)",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
H0mtZ81wzpV0yh11x2iCUA,Tasty Twisters Bakery,5002 Umbria St,19128,4.5,51,"Pretzels, Bakeries, Food, Restaurants, Fast Food",7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-15:0
i4uxP1u2a-t82ELdNrVCKA,Jyoti Indian Bistro,7220 Germantown Ave,19119,3.5,95,"Indian, Restaurants",12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,closed
HNI6qvswn1KYybgJVqUWGg,Marinucci's Deli - Mayfair,2852 Saint Vincent St,19149,4.5,130,"Delis, Restaurants",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,9:0-16:0
OxQK9EMUXqynT7dbWAP9wA,Mission BBQ,11000 Roosevelt Blvd,19116,4.0,242,"American (New), Barbeque, Restaurants",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:30-20:0
qoHgAxwNTiNCli9d7RQl2w,Sweet Charlie's,1921 Walnut St,19103,3.5,103,"Ice Cream & Frozen Yogurt, Food, Desserts",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
s9ceDy-cVHe0uzvZpWq87Q,E Mei Restaurant,915 Arch St,19107,4.0,407,"Szechuan, Chinese, Restaurants, Noodles, Soup",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
o996tDYd0KRgeuY9mDeAGg,Abner's Cheesesteaks,3813 Chestnut St,19104,3.5,223,"Cheesesteaks, Restaurants, Sandwiches, Pizza, American (Traditional)",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:30-14:30,11:30-14:30,11:0-0:0
p32eg0OGN731AMsi3QzBMw,JD Mcgillicuddy's Manayunk,111 Cotton St,19127,3.0,75,"Restaurants, Nightlife, Beer, Wine & Spirits, Food, American (Traditional), Bars, Sports Bars, Chicken Wings",closed,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
xOeBBrc2l5OfjX_cY4bIvA,Sor Ynez,1800 N American St,19122,4.0,26,"Mexican, New Mexican Cuisine, Restaurants",closed,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,12:0-21:0,12:0-17:0
UQ8UKfNSUT0aKu4naioVqw,Tortorice's Italian Specialty Sandwiches,233 S 20th St,19103,4.5,101,"Event Planning & Services, Food, Italian, Coffee & Tea, Sandwiches, Restaurants, Caterers, Delis",0:0-0:0,closed,10:30-17:0,10:30-17:0,10:30-17:0,10:30-16:0,10:30-16:0
AaTpjyw-EiODgi3tR4Xr-g,Estia,1405 Locust St,19102,4.0,761,"Restaurants, Greek, Mediterranean, Seafood",0:0-0:0,15:0-20:30,15:0-20:30,15:0-20:30,15:0-21:30,15:0-21:30,15:0-20:30
piTT5OuV6ePIc_awSG0caQ,Sweets & Curry House,7630 Castor Ave,19152,3.5,35,"Indian, American (Traditional), Event Planning & Services, Diners, Pakistani, Restaurants, Caterers",11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,14:0-22:30,11:30-22:30,11:30-22:30
lWedWkinrM5j13pyimbpbA,Miles Table,1620 South St,19146,4.5,514,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Event Planning & Services, American (Traditional), Caterers",9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0
jndqIGsMQnDB0dMHTZ3GNA,Stir,2600 Benjamin Franklin Pkwy,19130,4.5,23,"Restaurants, American (New), Nightlife, Bars",closed,10:0-17:0,10:0-20:45,10:0-17:0,10:0-20:45,10:0-17:0,10:0-17:0
jxEMFqwDJXjCxmcm5t5jVQ,Cleavers,108 S 18th St,19103,4.0,1304,"Food, Restaurants, Cocktail Bars, Cheesesteaks, Beer, Wine & Spirits, Sports Bars, Lounges, Sandwiches, Nightlife, Bars",0:0-0:0,11:0-20:45,11:0-20:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-20:45
6rCL1hsSx2KEzq0oDfBcWA,Le Cat Cafe,2713 W Girard Ave,19130,4.0,31,"Pet Adoption, Pets, Community Service/Non-Profit, Local Services, Food, Coffee & Tea",0:0-0:0,11:0-18:0,11:0-19:0,11:0-18:0,11:0-18:0,11:0-15:0,11:0-17:0
8iXOCgIvyCWxoE8gnX3IIw,IHOP,10740 Roosevelt Blvd,19116,3.0,48,"American (New), Restaurants, American (Traditional), Breakfast & Brunch, Burgers",0:0-0:0,7:0-16:0,7:0-16:0,7:0-15:0,7:0-20:0,7:0-20:0,7:0-20:0
Aga2sEL7yQSycmx3Txk_XA,Indonesia,1725 Snyder Ave,19145,4.0,91,"Indonesian, Ethnic Food, Food, Restaurants, Specialty Food",closed,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30
hz_jlKOsbQT3bsucp670qA,Ochatto,3608 Chestnut St,19104,3.5,217,"Noodles, Food, Restaurants, Japanese, Chinese, Bubble Tea",11:15-22:0,11:15-22:0,11:15-22:0,11:15-22:0,11:15-23:0,11:15-23:0,12:0-22:0
8awz5GSXpwf3MIxztHmoGg,Paganos Market and Bar,2001 Market St,19103,3.0,77,"Wineries, Caterers, Bars, Italian, Food Delivery Services, Food, Event Planning & Services, Nightlife, Cocktail Bars, Arts & Entertainment, Sandwiches, Restaurants",6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,closed,closed
tJH6fNXoMkgWRyN_Y76eZg,New China Court,7700 Crittenden St,19118,3.5,21,"Restaurants, Chinese",,,,,,,
gdklkhsq4C7KANfnXaTlWg,Lil' Pop Shop & Cafe,229 S 20th St,19103,4.5,152,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Food",0:0-0:0,closed,14:0-19:0,14:0-19:0,12:0-20:0,12:0-21:0,12:0-21:0
oLvV8WLyIKaO9HFMf_cYfg,Insomnia Cookies,3417 Spruce St,19104,3.5,98,"Ice Cream & Frozen Yogurt, Food, Food Delivery Services, Bakeries, Desserts",0:0-0:0,11:0-1:0,11:0-1:0,11:0-3:0,11:0-18:0,12:0-3:0,12:0-1:0
uJZgom8HpK74xz8IojpT0A,Pizzeria Beddia,1313 North Lee St,19122,4.0,599,"Italian, Specialty Food, Pizza, Food, Restaurants, Nightlife, Bars, Juice Bars & Smoothies",0:0-0:0,16:30-20:45,17:0-21:30,17:0-21:30,17:0-22:30,16:0-22:30,16:0-21:0
UVmjxbmreidwhwoFpYaczA,Pho Street,1230 Arch St,19107,4.5,51,"Gluten-Free, Restaurants, Vietnamese",0:0-0:0,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30
cRGPe5rkMWKBhNyoLHMWFQ,Fine Wine & Good Spirits,4301 Chestnut St,19147,3.0,22,"Beer, Wine & Spirits, Food",0:0-0:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,11:0-18:0
p9Dd6AjOawHGGzcUntYr-A,Pho & Cafe Saigon,4248 Spruce St,19104,3.5,183,"Food, Restaurants, Vietnamese, Ethnic Food, Specialty Food",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,closed
pq-vWtG-d6bvzCnE-dKShQ,Kai Japanese Cuisine,12 S 10th St,19107,4.5,141,"Sushi Bars, Japanese, Restaurants",11:0-21:0,closed,11:0-21:0,11:0-21:0,11:0-21:0,14:30-21:0,11:0-21:0
QXGnmsKYANxOyZBqM-zlJA,The Plough & the Stars,123 Chestnut St,19106,3.5,454,"Nightlife, Irish, Restaurants, Bars, Gastropubs, Pubs",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,11:30-2:0,11:30-2:0
4tU9hlfzrCpcGWTIm-OKVA,Rouge,205 S 18th St,19103,3.5,495,"Breakfast & Brunch, Lounges, Restaurants, Food, Burgers, American (Traditional), Asian Fusion, American (New), Tapas Bars, French, Bars, Beer, Wine & Spirits, Nightlife",12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,11:0-22:0,11:0-21:0
EYc-VtaD12M38OBnqFS32g,Surf City Squeeze,2951 Market St,19104,3.0,27,"Restaurants, Food, Fast Food, Juice Bars & Smoothies",7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,9:0-18:0,9:0-18:0,7:0-20:0
ueAkLzWFFTzQkq3jzyBlnA,Pho Xe Lua Viet Thai Restaurant,907 Race St,19107,4.0,708,"Thai, Vietnamese, Restaurants",10:0-22:0,11:0-22:0,closed,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
W23Gvu7dJDjPq3PC8Q-f6A,Wah-Gi-Wah,4447 Chestnut St,19104,3.5,135,"Halal, Restaurants, Indian, Food, Pakistani",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
Hr6aM0s-woIJaW6DJSbvNQ,Aki Nom Nom Sushi & Ramen,1210 Walnut St,19107,3.5,573,"Sushi Bars, Restaurants, Lounges, Ramen, Japanese, Nightlife, Bars",11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-20:0,16:0-0:0,11:30-22:30
EPMHuTHu46B123ivRIZ-Xg,Magic Carpet,34th & Walnut St,19176,4.0,135,"Food Stands, Vegetarian, Restaurants, Mediterranean, Food",11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,closed,closed
OOfY8bhTuC5A4qbdn8wFBA,Desi Village,4527 Baltimore Ave,19143,3.5,113,"Restaurants, Pakistani, Indian, Vegan",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
5ICrDkwtX4ykKOLVJ1tFJA,Kaffa Crossing,4421 Chestnut St,19104,4.0,207,"Restaurants, Coffee & Tea, Ethiopian, Food, Breakfast & Brunch, Juice Bars & Smoothies",10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
b0PRhOHyCi4AjQAMfWnjjQ,Amalgam Comics & Coffeehouse,2578 Frankford Ave,19125,4.5,89,"Comic Books, Shopping, Coffee & Tea, Food, Bakeries, Books, Mags, Music & Video",closed,closed,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0
KCl9Smwz_UwRqStq6dTC2A,ALDI,4421 Market St,19104,4.0,40,"Discount Store, Meat Shops, Shopping, Grocery, Food, Beer, Wine & Spirits, Fruits & Veggies, Organic Stores, Specialty Food",0:0-0:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-19:0,9:0-20:0,9:0-20:0
iOKdzs-arrM9Jv4TKz5M1Q,Little Italy Pizza & Trattoria,342 Queen St,19147,3.5,101,"Food, Restaurants, Pizza",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
uJxUDvRd89bHePJOD0-n3g,Cicala at the Divine Lorraine,699 N Broad St,19123,4.0,62,"Italian, Breakfast & Brunch, Restaurants, Wine Bars, Nightlife, Bars",closed,closed,17:0-22:0,17:0-22:0,17:0-22:30,17:0-22:30,16:0-20:0
-DGsnMlRrR_tv8avrpQLQw,Sam's Morning Glory Diner,735 S 10th St,19147,4.0,741,"Breakfast & Brunch, Restaurants, Diners",7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-15:0,8:0-15:0
32It9NN_lVismU9tcuLB0A,Relish,7152 Ogontz Ave,19138,3.5,368,"Caterers, Arts & Entertainment, Nightlife, Desserts, Jazz & Blues, Event Planning & Services, Food, Seafood, Southern, Soul Food, Restaurants",closed,closed,closed,16:0-21:0,16:0-22:0,16:0-22:0,15:0-21:0
72_X-wxr9TyT6OqYb-y0sA,Crafty's Tap Room,3332 Grant Ave,19114,4.0,34,"Restaurants, Bars, Pubs, American (New), Nightlife, American (Traditional)",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
yED-u9Fi-MxUFs_69ogRQA,Lee's Hoagie House,7328 Castor Ave,19152,4.0,39,"Restaurants, Cheesesteaks, Sandwiches, Delis, Wraps",11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,11:0-20:0,11:0-20:0,11:0-17:0
kiA1mrC2ZVoRmpsWgAT7ow,Hippot Shabu Shabu,1002 Arch St,19107,3.5,302,"Asian Fusion, Chinese, Hot Pot, Restaurants",12:0-23:30,12:0-0:0,12:0-23:30,12:0-23:30,12:0-0:30,11:30-0:30,11:30-23:0
yvpwN5321mM3x8G2ZiEZmw,Little Istanbul,11728 Bustleton Ave,19116,4.0,36,"Turkish, Restaurants",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
lTk4efVzepR0PIPayrHojA,Kayuh Bicycles & Cafe,1900 W Girard Ave,19130,5.0,75,"Bagels, Food, Coffee & Tea, Active Life, Bike Repair/Maintenance, Local Services, Bike Rentals, Mountain Biking, Bikes, Shopping, Sporting Goods",0:0-0:0,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,closed
2yuwjVRHUCs9tCAYjISaag,The Barn,4901 Catharine St,19143,3.5,53,"Bars, Dive Bars, Nightlife, Restaurants, Sports Bars, Vegan, Pool Halls, Music Venues, Arts & Entertainment",14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0
ZPjokVSTWDyRMWxaW7z_9A,Green Line Cafe - Powelton Village,3649 Lancaster Ave,19104,4.0,75,"Breakfast & Brunch, Food, Arts & Entertainment, Bagels, Coffee & Tea, Restaurants, Art Galleries, Shopping",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-17:0,8:0-17:0
BaSwNEingTmrBw4shffK5w,Function Coffee Labs,1001 S 10th St,19147,4.5,141,"Bakeries, Restaurants, Breakfast & Brunch, Desserts, Food, Coffee Roasteries, Coffee & Tea",9:0-16:0,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,8:0-16:0
zPl2SR6S2-X4T40DQdnoTw,Night Owls Fast Food,1454 S Newkirk St,19146,3.0,68,"Event Planning & Services, Nightlife, Caterers, American (New), Restaurants, Chicken Wings, American (Traditional), Fast Food",21:0-4:0,21:0-4:0,21:0-4:0,21:0-4:0,21:0-4:0,21:0-4:0,21:0-4:0
r5yb5JfWV4TryNZlMBHPng,Saxbys,4000 Locust St,19104,3.0,104,"Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Juice Bars & Smoothies",9:0-14:0,9:0-14:0,7:0-16:0,7:0-16:0,9:0-14:0,9:0-14:0,9:0-14:0
OAWa1WML2V1ZLJGD6V3nBQ,Middle Child,248 S 11th St,19107,4.5,426,"Coffee & Tea, Sandwiches, Delis, Diners, Food, Restaurants, Salad, Breakfast & Brunch",0:0-0:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,8:0-15:0,8:0-15:0
t5n5IBvXYG55xXrq6hga3Q,Caffe Ida,1732 W Passyunk Ave,19145,5.0,33,"Sandwiches, Food, Coffee & Tea, Restaurants, Italian",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
41LEg4ZgFDVnZfToxGXiGA,Federal Donuts,3428 Sansom St,19104,4.0,322,"Coffee & Tea, Comfort Food, Donuts, Food, Restaurants",8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,closed,closed
qJxOT7bo-PdW1-xx3nK8SQ,JJ Bootleggers,35 S 2nd St,19106,3.5,251,"Nightlife, Food, Sports Bars, Comfort Food, Beer, Wine & Spirits, Restaurants, Barbeque, Bars, Lounges",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
mUdjeVjdsiOQMBK41x0Bow,Sancho Pistola's,19 W Girard Ave,19125,4.0,347,"Mexican, Nightlife, Restaurants, Cocktail Bars, Sports Bars, Bars",13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0
Ix_88gFalSxSCsz5Fbnl7A,@Ramen,4357 Main St,19127,4.0,190,"Japanese, Restaurants, Ramen",closed,closed,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-20:0
HCN3XWVqv04fws8vkC4H7w,Tavern On Camac,243 S Camac St,19107,4.0,153,"Gay Bars, Nightlife, Dance Clubs, Restaurants, Bars, American (New)",16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0
5Gdz1b4bffTJAWXENGtQPA,Pastificio,1528 Packer Ave,19145,4.5,107,"Delis, Restaurants, Sandwiches, Food Delivery Services, Food",0:0-0:0,9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,9:0-15:0,9:0-15:0
4tyoxyxyCKpcRwkbyIizpw,Schmear It,,19104,4.0,64,"Food Trucks, Food, Bagels",,,,,,,
Ktg3ahIxk0JIkJwXAqu2ew,Hikari Sushi,"1040 N American St, Ste 701",19123,5.0,155,"Restaurants, Sushi Bars, Japanese",16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-23:0,16:30-23:0,16:0-21:30
hid9ixP7Rtoj2pR4EBrcGg,Irie Jamaican Restaurant,2629 W Girard Ave,19130,4.5,51,"Restaurants, Caribbean, Comfort Food, Soul Food",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,closed,11:0-18:0
VqTDgcll_F_bqSRJ2r784A,Milk House,1617 John F Kennedy Blvd,19103,3.5,86,"Sandwiches, Restaurants, Cheesesteaks, Ice Cream & Frozen Yogurt, Salad, Soup, Food",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,closed,closed
NWF16GKQyZNVHo086gIVzQ,Kamals Middle Eastern Specialties,51 N 12th St,19102,3.5,187,"Middle Eastern, Food, Restaurants, Mediterranean, Juice Bars & Smoothies",9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,closed
ZLjUCF2UaML7S5pSmn5BKg,Canopy by Hilton Philadelphia Center City,1180 Ludlow St,19107,4.5,35,"American (New), Hotels & Travel, Restaurants, Event Planning & Services, Venues & Event Spaces, Hotels",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
AZsVCKIWWVE1T8IlFVfcKA,The Halal Guys,"2550 Grant Ave, Ste 320",19114,3.5,71,"Halal, Restaurants, Mediterranean, Middle Eastern",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-20:0,11:0-22:0,11:0-21:0
J14P8Bo0yDYYXyASbht5xQ,Huff & Puff BBQ,246 S 11th St,19107,4.5,24,"Barbeque, Restaurants",10:0-20:0,10:0-20:0,closed,10:0-20:0,10:0-21:0,10:0-21:0,10:0-20:0
j58chGXdwNBjXYGCOHpxag,Yiro Yiro,125-29 S 40th St,19104,4.5,78,"Greek, Mediterranean, Event Planning & Services, Caterers, Restaurants",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
yB2OawAQ_U8qwv7gu1huMg,Five Guys,1527 Chestnut St,19102,3.5,208,"Restaurants, Sandwiches, Fast Food, American (New), Burgers",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0,11:0-22:0,11:0-22:0
cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,1310 Drury St,19107,4.0,979,"Bars, Nightlife, Pubs, American (Traditional), Event Planning & Services, Karaoke, Restaurants, Venues & Event Spaces, Irish Pub, Sports Bars, Irish",0:0-0:0,12:0-2:0,12:0-2:0,12:0-2:0,11:0-17:0,11:0-2:0,11:0-2:0
UXOji-MYsS0SL_0ccTjbKQ,PrimoHoagies,304 Market St,19106,3.0,42,"Italian, Restaurants, Sandwiches",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,10:0-16:0,10:0-20:0
R9VYqhQeGtHpaadx4eK3_A,Fuel,3200 Chestnut St,19104,3.0,62,"Cafes, Food, Sandwiches, Vegetarian, Juice Bars & Smoothies, Specialty Food, Coffee & Tea, Health Markets, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
t1IpUoqNpeBednKVwpx3pA,New York Bakery,2215 S 11th St,19148,4.5,36,"Food, Bakeries, Restaurants",closed,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-17:0,6:0-13:0
rKHK9NryBZ0BKS7PnHsZdw,Boba King,3200 Chestnut St,19104,3.5,28,"Bubble Tea, Specialty Food, Juice Bars & Smoothies, Food, Coffee & Tea",9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
ehHQQflMgSUX5T3PFyjBWQ,Tortas & Pizza El Sabor De Mi Tierra,2413 S 7th St,19148,4.0,36,"Restaurants, Sandwiches, Pizza, Tacos, Mexican",14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,closed
6h7C53qLfwM7v3zKRqG0yA,Iztaccihuatl,1122 S 8th St,19147,4.0,132,"Restaurants, Desserts, Specialty Food, Food, Latin American, Vegetarian, Mexican, Ethnic Food, Spanish, Seafood",12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-1:0,12:0-1:0,12:0-0:0
y7WPOc2_vCoBkwK3xPJ8XA,Unit Su Vege,"2000 Hamilton St, Ste 106",19130,4.5,129,"Restaurants, Chinese, Vegetarian",11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,12:0-22:0
d5fAUl4lKaNxGfiXj4Kygg,Little Italy Pizza,901 South St,19147,3.5,241,"Pizza, Food, Italian, Sandwiches, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
lXVJLzBNEd5qWuoX1d1okQ,Ed's Buffalo Wings & Pizza,3513 Lancaster Ave,19104,3.0,190,"Event Planning & Services, Restaurants, Sandwiches, Pizza, Middle Eastern, Caterers, Seafood, Vegetarian, Italian, Chicken Wings",10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,11:0-1:0
zvvl3c1FO3O3BZdhusficA,LMNO,1739-49 N Front St,19122,4.0,29,"Mexican, Restaurants",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
v45E6gg6MrAziTepkiWByA,Harper's Garden,31 S 18th St,19103,4.0,516,"Wine Bars, Bars, American (New), Nightlife, Tapas/Small Plates, Cocktail Bars, Restaurants, Beer Gardens, Salad",0:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,10:0-0:0,10:0-0:0,10:0-0:0
MG5FKykJ8gvvZlgv3Xhe0w,The Random Tea Room & Curiosity Shop,713 N 4th St,19123,4.5,161,"Desserts, Antiques, Tea Rooms, Coffee & Tea, Shopping, Food",closed,closed,closed,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0
VG54JsBaDIbXU29HI9jiXw,Mi 'N Tea,4229 Main St,19127,4.5,118,"Vietnamese, Bubble Tea, Food, Sandwiches, Restaurants",0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-15:0,11:0-20:0,11:0-18:0
uWJiesUyImGEPYYxkZ3Tmw,Rex Pizza & Beer,1526 Race St,19102,3.0,109,"Restaurants, Sandwiches, Chicken Wings, Cheesesteaks, Nightlife, Food, Beer Bar, Bars, Pizza, Wraps, Beer, Wine & Spirits",10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,11:0-23:0
